id,source,target,type,subtypes,source_entry_id,target_entry_id
relation_84,entry_65,entry_31,PPrel,"[{""name"": ""inhibition"", ""value"": ""--|""}, {""name"": ""phosphorylation"", ""value"": ""+p""}]",65,31
relation_85,entry_65,entry_30,PPrel,"[{""name"": ""inhibition"", ""value"": ""--|""}, {""name"": ""phosphorylation"", ""value"": ""+p""}]",65,30
component_1,entry_177,entry_20,component_of,[],177,20
component_2,entry_177,entry_66,component_of,[],177,66
component_3,entry_178,entry_11,component_of,[],178,11
component_4,entry_178,entry_42,component_of,[],178,42
component_5,entry_179,entry_13,component_of,[],179,13
component_6,entry_179,entry_43,component_of,[],179,43
component_7,entry_180,entry_17,component_of,[],180,17
component_8,entry_180,entry_18,component_of,[],180,18
component_9,entry_181,entry_12,component_of,[],181,12
component_10,entry_181,entry_16,component_of,[],181,16
component_11,entry_182,entry_10,component_of,[],182,10
component_12,entry_182,entry_15,component_of,[],182,15
