id,source,target,type,subtypes,source_entry_id,target_entry_id
relation_66,entry_76,entry_103,GErel,"[{""name"": ""expression"", ""value"": ""-->""}]",76,103
relation_67,entry_76,entry_166,GErel,"[{""name"": ""expression"", ""value"": ""-->""}]",76,166
relation_68,entry_149,entry_147,PPrel,"[{""name"": ""activation"", ""value"": ""-->""}, {""name"": ""indirect effect"", ""value"": ""..>""}]",149,147
relation_69,entry_150,entry_147,PPrel,"[{""name"": ""activation"", ""value"": ""-->""}, {""name"": ""indirect effect"", ""value"": ""..>""}]",150,147
relation_70,entry_147,entry_10,PPrel,"[{""name"": ""activation"", ""value"": ""-->""}]",147,10
relation_71,entry_162,entry_10,PPrel,"[{""name"": ""activation"", ""value"": ""-->""}, {""name"": ""methylation"", ""value"": ""+m""}]",162,10
relation_72,entry_159,entry_10,PPrel,"[{""name"": ""inhibition"", ""value"": ""--|""}, {""name"": ""methylation"", ""value"": ""+m""}]",159,10
relation_73,entry_115,entry_117,PPrel,"[{""name"": ""binding/association"", ""value"": ""---""}]",115,117
relation_74,entry_115,entry_118,PPrel,"[{""name"": ""binding/association"", ""value"": ""---""}]",115,118
relation_75,entry_117,entry_19,PPrel,"[{""name"": ""activation"", ""value"": ""-->""}, {""name"": ""indirect effect"", ""value"": ""..>""}]",117,19
relation_76,entry_118,entry_19,PPrel,"[{""name"": ""activation"", ""value"": ""-->""}, {""name"": ""indirect effect"", ""value"": ""..>""}]",118,19
relation_77,entry_6,entry_10,PPrel,"[{""name"": ""inhibition"", ""value"": ""--|""}, {""name"": ""phosphorylation"", ""value"": ""+p""}]",6,10
relation_78,entry_164,entry_76,PPrel,"[{""name"": ""inhibition"", ""value"": ""--|""}]",164,76
relation_79,entry_76,entry_189,GErel,"[{""name"": ""expression"", ""value"": ""-->""}]",76,189
