id,entry_id,label,type,name,link,graphics,component_entry_ids
entry_23,23,"AKT3, MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2...",gene,hsa:10000 hsa:207 hsa:208,https://www.kegg.jp/dbget-bin/www_bget?hsa:10000+hsa:207+hsa:208,"{""name"": ""AKT3, MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 934, ""y"": 283, ""width"": 46, ""height"": 17}",[]
entry_24,24,"P3R3URF-PIK3R3, LOC110117498-PIK3R3...",gene,hsa:110117499 hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503,https://www.kegg.jp/dbget-bin/www_bget?hsa:110117499+hsa:5290+hsa:5291+hsa:5293+hsa:5295+hsa:5296+hsa:8503,"{""name"": ""P3R3URF-PIK3R3, LOC110117498-PIK3R3..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 283, ""width"": 46, ""height"": 17}",[]
entry_27,27,"SHC2, SCK, SHCB, SLI...",gene,hsa:25759 hsa:399694 hsa:53358 hsa:6464,https://www.kegg.jp/dbget-bin/www_bget?hsa:25759+hsa:399694+hsa:53358+hsa:6464,"{""name"": ""SHC2, SCK, SHCB, SLI..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 271, ""y"": 246, ""width"": 46, ""height"": 17}",[]
entry_30,30,EFNA4-EFNA3...,gene,hsa:125467750 hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:2323 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3481 hsa:3630 hsa:4254 hsa:4803 hsa:4908 hsa:4909 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:627 hsa:7039 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965,https://www.kegg.jp/dbget-bin/www_bget?hsa:125467750+hsa:1435+hsa:1942+hsa:1943+hsa:1944+hsa:1945+hsa:1946+hsa:1950+hsa:2246+hsa:2247+hsa:2248+hsa:2249+hsa:2250+hsa:2251+hsa:2252+hsa:2253+hsa:2254+hsa:2255+hsa:2277+hsa:2323+hsa:26281+hsa:26291+hsa:27006+hsa:284+hsa:285+hsa:3082+hsa:3479+hsa:3481+hsa:3630+hsa:4254+hsa:4803+hsa:4908+hsa:4909+hsa:51378+hsa:5154+hsa:5155+hsa:5228+hsa:56034+hsa:627+hsa:7039+hsa:7422+hsa:7423+hsa:7424+hsa:80310+hsa:8074+hsa:8817+hsa:8822+hsa:8823+hsa:9965,"{""name"": ""EFNA4-EFNA3..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 122, ""y"": 305, ""width"": 46, ""height"": 17}",[]
entry_31,31,"CSF1R, BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R...",gene,hsa:1436 hsa:1956 hsa:1969 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010,https://www.kegg.jp/dbget-bin/www_bget?hsa:1436+hsa:1956+hsa:1969+hsa:2260+hsa:2261+hsa:2263+hsa:2264+hsa:2321+hsa:2322+hsa:2324+hsa:3480+hsa:3643+hsa:3791+hsa:3815+hsa:4233+hsa:4804+hsa:4914+hsa:4915+hsa:5156+hsa:5159+hsa:7010,"{""name"": ""CSF1R, BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 200, ""y"": 305, ""width"": 46, ""height"": 17}",[]
entry_32,32,"GAB1, DFNB26...",gene,hsa:2549 hsa:9846,https://www.kegg.jp/dbget-bin/www_bget?hsa:2549+hsa:9846,"{""name"": ""GAB1, DFNB26..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 323, ""y"": 220, ""width"": 46, ""height"": 17}",[]
entry_33,33,"PTPN11, BPTP3, CFC, JMML, METCDS, NS1, PTP-1D, PTP2C, SH-PTP2, SH-PTP3, SHP2",gene,hsa:5781,https://www.kegg.jp/dbget-bin/www_bget?hsa:5781,"{""name"": ""PTPN11, BPTP3, CFC, JMML, METCDS, NS1, PTP-1D, PTP2C, SH-PTP2, SH-PTP3, SHP2"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 323, ""y"": 246, ""width"": 46, ""height"": 17}",[]
entry_35,35,"TIAM1, NEDLDS, TIAM-1",gene,hsa:7074,https://www.kegg.jp/dbget-bin/www_bget?hsa:7074,"{""name"": ""TIAM1, NEDLDS, TIAM-1"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 189, ""width"": 46, ""height"": 17}",[]
entry_36,36,"RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...",gene,hsa:5879 hsa:5880 hsa:5881,https://www.kegg.jp/dbget-bin/www_bget?hsa:5879+hsa:5880+hsa:5881,"{""name"": ""RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 881, ""y"": 189, ""width"": 46, ""height"": 17}",[]
entry_37,37,"RALGDS, RGDS, RGF, RalGEF",gene,hsa:5900,https://www.kegg.jp/dbget-bin/www_bget?hsa:5900,"{""name"": ""RALGDS, RGDS, RGF, RalGEF"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 393, ""width"": 46, ""height"": 17}",[]
entry_38,38,"RGL1, RGL",gene,hsa:23179,https://www.kegg.jp/dbget-bin/www_bget?hsa:23179,"{""name"": ""RGL1, RGL"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 416, ""width"": 46, ""height"": 17}",[]
entry_39,39,"RGL2, HKE1.5, KE1.5, RAB2L",gene,hsa:5863,https://www.kegg.jp/dbget-bin/www_bget?hsa:5863,"{""name"": ""RGL2, HKE1.5, KE1.5, RAB2L"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 440, ""width"": 46, ""height"": 17}",[]
entry_40,40,"RALA, HINCONS, RAL...",gene,hsa:5898 hsa:5899,https://www.kegg.jp/dbget-bin/www_bget?hsa:5898+hsa:5899,"{""name"": ""RALA, HINCONS, RAL..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 902, ""y"": 416, ""width"": 46, ""height"": 17}",[]
entry_41,41,"PLD1, CVDD, CVDP1...",gene,hsa:5337 hsa:5338,https://www.kegg.jp/dbget-bin/www_bget?hsa:5337+hsa:5338,"{""name"": ""PLD1, CVDD, CVDP1..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1002, ""y"": 371, ""width"": 46, ""height"": 17}",[]
entry_42,42,"PLCE1, NPHS3, PLCE, PPLC",gene,hsa:51196,https://www.kegg.jp/dbget-bin/www_bget?hsa:51196,"{""name"": ""PLCE1, NPHS3, PLCE, PPLC"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 712, ""width"": 46, ""height"": 17}",[]
entry_43,43,"PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA...",gene,hsa:5578 hsa:5579 hsa:5582,https://www.kegg.jp/dbget-bin/www_bget?hsa:5578+hsa:5579+hsa:5582,"{""name"": ""PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 963, ""y"": 692, ""width"": 46, ""height"": 17}",[]
entry_48,48,"ABL1, ABL, BCR-ABL, CHDSKM, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl...",gene,hsa:25 hsa:27,https://www.kegg.jp/dbget-bin/www_bget?hsa:25+hsa:27,"{""name"": ""ABL1, ABL, BCR-ABL, CHDSKM, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 889, ""y"": 776, ""width"": 46, ""height"": 17}",[]
entry_49,49,RIN1,gene,hsa:9610,https://www.kegg.jp/dbget-bin/www_bget?hsa:9610,"{""name"": ""RIN1"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 791, ""width"": 46, ""height"": 17}",[]
entry_50,50,C00165,compound,cpd:C00165,https://www.kegg.jp/dbget-bin/www_bget?C00165,"{""name"": ""C00165"", ""type"": ""circle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#FFFFFF"", ""x"": 888, ""y"": 690, ""width"": 8, ""height"": 8}",[]
entry_51,51,C01245,compound,cpd:C01245,https://www.kegg.jp/dbget-bin/www_bget?C01245,"{""name"": ""C01245"", ""type"": ""circle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#FFFFFF"", ""x"": 889, ""y"": 733, ""width"": 8, ""height"": 8}",[]
entry_52,52,C00076,compound,cpd:C00076,https://www.kegg.jp/dbget-bin/www_bget?C00076,"{""name"": ""C00076"", ""type"": ""circle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#FFFFFF"", ""x"": 949, ""y"": 733, ""width"": 8, ""height"": 8}",[]
entry_57,57,"BAD, BBC2, BCL2L8",gene,hsa:572,https://www.kegg.jp/dbget-bin/www_bget?hsa:572,"{""name"": ""BAD, BBC2, BCL2L8"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1025, ""y"": 283, ""width"": 46, ""height"": 17}",[]
entry_58,58,"BCL2L1, BCL-XL/S, BCL2L, BCLX, Bcl-X, PPP1R52",gene,hsa:598,https://www.kegg.jp/dbget-bin/www_bget?hsa:598,"{""name"": ""BCL2L1, BCL-XL/S, BCL2L, BCLX, Bcl-X, PPP1R52"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1106, ""y"": 283, ""width"": 46, ""height"": 17}",[]
entry_59,59,"CHUK, BPS2, IKBKA, IKK-1, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16...",gene,hsa:1147 hsa:3551 hsa:8517,https://www.kegg.jp/dbget-bin/www_bget?hsa:1147+hsa:3551+hsa:8517,"{""name"": ""CHUK, BPS2, IKBKA, IKK-1, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1025, ""y"": 245, ""width"": 46, ""height"": 17}",[]
entry_60,60,"NFKB1, CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB...",gene,hsa:4790 hsa:5970,https://www.kegg.jp/dbget-bin/www_bget?hsa:4790+hsa:5970,"{""name"": ""NFKB1, CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1105, ""y"": 245, ""width"": 46, ""height"": 17}",[]
entry_61,61,"FOXO4, AFX, AFX1, MLLT7",gene,hsa:4303,https://www.kegg.jp/dbget-bin/www_bget?hsa:4303,"{""name"": ""FOXO4, AFX, AFX1, MLLT7"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1026, ""y"": 320, ""width"": 46, ""height"": 17}",[]
entry_62,62,"FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6, TNLG1A",gene,hsa:356,https://www.kegg.jp/dbget-bin/www_bget?hsa:356,"{""name"": ""FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6, TNLG1A"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1107, ""y"": 320, ""width"": 46, ""height"": 17}",[]
entry_70,70,"MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...",gene,hsa:5599 hsa:5601 hsa:5602,https://www.kegg.jp/dbget-bin/www_bget?hsa:5599+hsa:5601+hsa:5602,"{""name"": ""MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1002, ""y"": 428, ""width"": 46, ""height"": 17}",[]
entry_71,71,"RALBP1, RIP1, RLIP1, RLIP76",gene,hsa:10928,https://www.kegg.jp/dbget-bin/www_bget?hsa:10928,"{""name"": ""RALBP1, RIP1, RLIP1, RLIP76"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1002, ""y"": 455, ""width"": 46, ""height"": 17}",[]
entry_72,72,"CDC42, CDC42Hs, G25K, TKS",gene,hsa:998,https://www.kegg.jp/dbget-bin/www_bget?hsa:998,"{""name"": ""CDC42, CDC42Hs, G25K, TKS"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1107, ""y"": 445, ""width"": 46, ""height"": 17}",[]
entry_73,73,"RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...",gene,hsa:5879 hsa:5880 hsa:5881,https://www.kegg.jp/dbget-bin/www_bget?hsa:5879+hsa:5880+hsa:5881,"{""name"": ""RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1107, ""y"": 467, ""width"": 46, ""height"": 17}",[]
entry_78,78,"PLA2G4B, HsT16992, cPLA2-beta...",gene,hsa:100137049 hsa:11145 hsa:123745 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:51365 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:54979 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681,https://www.kegg.jp/dbget-bin/www_bget?hsa:100137049+hsa:11145+hsa:123745+hsa:255189+hsa:26279+hsa:283748+hsa:30814+hsa:391013+hsa:50487+hsa:51365+hsa:5319+hsa:5320+hsa:5321+hsa:5322+hsa:54979+hsa:64600+hsa:81579+hsa:8398+hsa:8399+hsa:84647+hsa:8605+hsa:8681,"{""name"": ""PLA2G4B, HsT16992, cPLA2-beta..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1137, ""y"": 533, ""width"": 46, ""height"": 17}",[]
entry_79,79,ELK1,gene,hsa:2002,https://www.kegg.jp/dbget-bin/www_bget?hsa:2002,"{""name"": ""ELK1"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1137, ""y"": 563, ""width"": 46, ""height"": 17}",[]
entry_80,80,"ETS1, ETS-1, EWSR2, c-ets-1, p54...",gene,hsa:2113 hsa:2114,https://www.kegg.jp/dbget-bin/www_bget?hsa:2113+hsa:2114,"{""name"": ""ETS1, ETS-1, EWSR2, c-ets-1, p54..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1137, ""y"": 584, ""width"": 46, ""height"": 17}",[]
entry_86,86,"RAB5A, RAB5...",gene,hsa:5868 hsa:5869 hsa:5878,https://www.kegg.jp/dbget-bin/www_bget?hsa:5868+hsa:5869+hsa:5878,"{""name"": ""RAB5A, RAB5..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 889, ""y"": 812, ""width"": 46, ""height"": 17}",[]
entry_88,88,Calcium signaling pathway,map,path:hsa04020,https://www.kegg.jp/dbget-bin/www_bget?hsa04020,"{""name"": ""Calcium signaling pathway"", ""type"": ""roundrectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#FFFFFF"", ""x"": 1051, ""y"": 716, ""width"": 110, ""height"": 34}",[]
entry_89,89,"RRAS2, NS12, TC21...",gene,hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237,https://www.kegg.jp/dbget-bin/www_bget?hsa:22800+hsa:22808+hsa:3265+hsa:3845+hsa:4893+hsa:6237,"{""name"": ""RRAS2, NS12, TC21..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 357, ""y"": 145, ""width"": 46, ""height"": 17}",[]
entry_91,91,C00044,compound,cpd:C00044,https://www.kegg.jp/dbget-bin/www_bget?C00044,"{""name"": ""C00044"", ""type"": ""circle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#FFFFFF"", ""x"": 684, ""y"": 421, ""width"": 8, ""height"": 8}",[]
entry_92,92,C00035,compound,cpd:C00035,https://www.kegg.jp/dbget-bin/www_bget?C00035,"{""name"": ""C00035"", ""type"": ""circle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#FFFFFF"", ""x"": 357, ""y"": 116, ""width"": 8, ""height"": 8}",[]
entry_96,96,"RASGRP1, CALDAG-GEFI, CALDAG-GEFII, IMD64, RASGRP...",gene,hsa:10125 hsa:10235 hsa:115727 hsa:25780,https://www.kegg.jp/dbget-bin/www_bget?hsa:10125+hsa:10235+hsa:115727+hsa:25780,"{""name"": ""RASGRP1, CALDAG-GEFI, CALDAG-GEFII, IMD64, RASGRP..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 461, ""y"": 305, ""width"": 46, ""height"": 17}",[]
entry_97,97,"RASGRF1, CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187, ras-GRF1...",gene,hsa:5923 hsa:5924,https://www.kegg.jp/dbget-bin/www_bget?hsa:5923+hsa:5924,"{""name"": ""RASGRF1, CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187, ras-GRF1..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 546, ""y"": 388, ""width"": 46, ""height"": 17}",[]
entry_98,98,RASA4B...,gene,hsa:100271927 hsa:10156 hsa:22821 hsa:5921 hsa:5922 hsa:64926 hsa:8437 hsa:8831 hsa:9462,https://www.kegg.jp/dbget-bin/www_bget?hsa:100271927+hsa:10156+hsa:22821+hsa:5921+hsa:5922+hsa:64926+hsa:8437+hsa:8831+hsa:9462,"{""name"": ""RASA4B..."", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 535, ""y"": 231, ""width"": 46, ""height"": 17}",[]
entry_99,99,"NF1, NFNS, VRNF, WSS",gene,hsa:4763,https://www.kegg.jp/dbget-bin/www_bget?hsa:4763,"{""name"": ""NF1, NFNS, VRNF, WSS"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 507, ""y"": 200, ""width"": 46, ""height"": 17}",[]
entry_102,102,"RHOA, ARH12, ARHA, EDFAOB, RHO12, RHOH12",gene,hsa:387,https://www.kegg.jp/dbget-bin/www_bget?hsa:387,"{""name"": ""RHOA, ARH12, ARHA, EDFAOB, RHO12, RHOH12"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 1025, ""y"": 208, ""width"": 46, ""height"": 17}",[]
entry_109,109,"AFDN, AF6, MLL-AF6, MLLT4, l-afadin",gene,hsa:4301,https://www.kegg.jp/dbget-bin/www_bget?hsa:4301,"{""name"": ""AFDN, AF6, MLL-AF6, MLLT4, l-afadin"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 493, ""width"": 46, ""height"": 17}",[]
entry_113,113,"RASSF5, Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3",gene,hsa:83593,https://www.kegg.jp/dbget-bin/www_bget?hsa:83593,"{""name"": ""RASSF5, Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 133, ""width"": 46, ""height"": 17}",[]
entry_114,114,"RASSF1, 123F2, NORE2A, RASSF1A, RDA32, REH3P21",gene,hsa:11186,https://www.kegg.jp/dbget-bin/www_bget?hsa:11186,"{""name"": ""RASSF1, 123F2, NORE2A, RASSF1A, RDA32, REH3P21"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 105, ""width"": 46, ""height"": 17}",[]
entry_115,115,"STK4, KRS2, MST1, YSK3",gene,hsa:6789,https://www.kegg.jp/dbget-bin/www_bget?hsa:6789,"{""name"": ""STK4, KRS2, MST1, YSK3"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 881, ""y"": 105, ""width"": 46, ""height"": 17}",[]
entry_116,116,"STK4, KRS2, MST1, YSK3",gene,hsa:6789,https://www.kegg.jp/dbget-bin/www_bget?hsa:6789,"{""name"": ""STK4, KRS2, MST1, YSK3"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 881, ""y"": 133, ""width"": 46, ""height"": 17}",[]
entry_119,119,"RAPGEF5, GFR, MR-GEF, MRGEF, REPAC",gene,hsa:9771,https://www.kegg.jp/dbget-bin/www_bget?hsa:9771,"{""name"": ""RAPGEF5, GFR, MR-GEF, MRGEF, REPAC"", ""type"": ""rectangle"", ""fgcolor"": ""#000000"", ""bgcolor"": ""#BFFFBF"", ""x"": 807, ""y"": 647, ""width"": 46, ""height"": 17}",[]
